Subject,Start Date,Start Time,End Date,End Time,All day event,Description,Show time as,Location
הדלקת נרות,08/11/2024,16:28,08/11/2024,16:28,FALSE,,4,Ashdod
הבדלה,09/11/2024,17:23,09/11/2024,17:23,FALSE,,4,Ashdod
הדלקת נרות,15/11/2024,16:23,15/11/2024,16:23,FALSE,,4,Ashdod
הבדלה,16/11/2024,17:20,16/11/2024,17:20,FALSE,,4,Ashdod
הדלקת נרות,22/11/2024,16:20,22/11/2024,16:20,FALSE,,4,Ashdod
הבדלה,23/11/2024,17:17,23/11/2024,17:17,FALSE,,4,Ashdod
הדלקת נרות,29/11/2024,16:19,29/11/2024,16:19,FALSE,,4,Ashdod
הבדלה,30/11/2024,17:16,30/11/2024,17:16,FALSE,,4,Ashdod
הדלקת נרות,06/12/2024,16:19,06/12/2024,16:19,FALSE,,4,Ashdod
הבדלה,07/12/2024,17:17,07/12/2024,17:17,FALSE,,4,Ashdod
הדלקת נרות,13/12/2024,16:20,13/12/2024,16:20,FALSE,,4,Ashdod
הבדלה,14/12/2024,17:19,14/12/2024,17:19,FALSE,,4,Ashdod
הדלקת נרות,20/12/2024,16:23,20/12/2024,16:23,FALSE,,4,Ashdod
הבדלה,21/12/2024,17:22,21/12/2024,17:22,FALSE,,4,Ashdod
הדלקת נרות,27/12/2024,16:27,27/12/2024,16:27,FALSE,,4,Ashdod
הבדלה,28/12/2024,17:26,28/12/2024,17:26,FALSE,,4,Ashdod
הדלקת נרות,03/01/2025,16:32,03/01/2025,16:32,FALSE,,4,Ashdod
הבדלה,04/01/2025,17:30,04/01/2025,17:30,FALSE,,4,Ashdod
הדלקת נרות,10/01/2025,16:37,10/01/2025,16:37,FALSE,,4,Ashdod
הבדלה,11/01/2025,17:36,11/01/2025,17:36,FALSE,,4,Ashdod
הדלקת נרות,17/01/2025,16:43,17/01/2025,16:43,FALSE,,4,Ashdod
הבדלה,18/01/2025,17:42,18/01/2025,17:42,FALSE,,4,Ashdod
הדלקת נרות,24/01/2025,16:50,24/01/2025,16:50,FALSE,,4,Ashdod
הבדלה,25/01/2025,17:48,25/01/2025,17:48,FALSE,,4,Ashdod
הדלקת נרות,31/01/2025,16:56,31/01/2025,16:56,FALSE,,4,Ashdod
הבדלה,01/02/2025,17:54,01/02/2025,17:54,FALSE,,4,Ashdod
הדלקת נרות,07/02/2025,17:03,07/02/2025,17:03,FALSE,,4,Ashdod
הבדלה,08/02/2025,17:59,08/02/2025,17:59,FALSE,,4,Ashdod
הדלקת נרות,14/02/2025,17:09,14/02/2025,17:09,FALSE,,4,Ashdod
הבדלה,15/02/2025,18:05,15/02/2025,18:05,FALSE,,4,Ashdod
הדלקת נרות,21/02/2025,17:15,21/02/2025,17:15,FALSE,,4,Ashdod
הבדלה,22/02/2025,18:10,22/02/2025,18:10,FALSE,,4,Ashdod
הדלקת נרות,28/02/2025,17:20,28/02/2025,17:20,FALSE,,4,Ashdod
הבדלה,01/03/2025,18:16,01/03/2025,18:16,FALSE,,4,Ashdod
הדלקת נרות,07/03/2025,17:25,07/03/2025,17:25,FALSE,,4,Ashdod
הבדלה,08/03/2025,18:21,08/03/2025,18:21,FALSE,,4,Ashdod
הדלקת נרות,14/03/2025,17:30,14/03/2025,17:30,FALSE,,4,Ashdod
הבדלה,15/03/2025,18:26,15/03/2025,18:26,FALSE,,4,Ashdod
הדלקת נרות,21/03/2025,17:35,21/03/2025,17:35,FALSE,,4,Ashdod
הבדלה,22/03/2025,18:30,22/03/2025,18:30,FALSE,,4,Ashdod
הדלקת נרות,28/03/2025,18:40,28/03/2025,18:40,FALSE,,4,Ashdod
הבדלה,29/03/2025,19:35,29/03/2025,19:35,FALSE,,4,Ashdod
הדלקת נרות,04/04/2025,18:45,04/04/2025,18:45,FALSE,,4,Ashdod
הבדלה,05/04/2025,19:40,05/04/2025,19:40,FALSE,,4,Ashdod
הדלקת נרות,11/04/2025,18:49,11/04/2025,18:49,FALSE,,4,Ashdod
הבדלה,12/04/2025,19:46,12/04/2025,19:46,FALSE,,4,Ashdod
הדלקת נרות,18/04/2025,18:54,18/04/2025,18:54,FALSE,,4,Ashdod
הבדלה,19/04/2025,19:51,19/04/2025,19:51,FALSE,,4,Ashdod
הדלקת נרות,25/04/2025,18:59,25/04/2025,18:59,FALSE,,4,Ashdod
הבדלה,26/04/2025,19:56,26/04/2025,19:56,FALSE,,4,Ashdod
הדלקת נרות,02/05/2025,19:04,02/05/2025,19:04,FALSE,,4,Ashdod
הבדלה,03/05/2025,20:02,03/05/2025,20:02,FALSE,,4,Ashdod
הדלקת נרות,09/05/2025,19:09,09/05/2025,19:09,FALSE,,4,Ashdod
הבדלה,10/05/2025,20:08,10/05/2025,20:08,FALSE,,4,Ashdod
הדלקת נרות,16/05/2025,19:14,16/05/2025,19:14,FALSE,,4,Ashdod
הבדלה,17/05/2025,20:13,17/05/2025,20:13,FALSE,,4,Ashdod
הדלקת נרות,23/05/2025,19:18,23/05/2025,19:18,FALSE,,4,Ashdod
הבדלה,24/05/2025,20:18,24/05/2025,20:18,FALSE,,4,Ashdod
הדלקת נרות,30/05/2025,19:23,30/05/2025,19:23,FALSE,,4,Ashdod
הבדלה,31/05/2025,20:23,31/05/2025,20:23,FALSE,,4,Ashdod
הדלקת נרות,06/06/2025,19:26,06/06/2025,19:26,FALSE,,4,Ashdod
הבדלה,07/06/2025,20:27,07/06/2025,20:27,FALSE,,4,Ashdod
הדלקת נרות,13/06/2025,19:29,13/06/2025,19:29,FALSE,,4,Ashdod
הבדלה,14/06/2025,20:30,14/06/2025,20:30,FALSE,,4,Ashdod
הדלקת נרות,20/06/2025,19:31,20/06/2025,19:31,FALSE,,4,Ashdod
הבדלה,21/06/2025,20:32,21/06/2025,20:32,FALSE,,4,Ashdod
הדלקת נרות,27/06/2025,19:32,27/06/2025,19:32,FALSE,,4,Ashdod
הבדלה,28/06/2025,20:33,28/06/2025,20:33,FALSE,,4,Ashdod
הדלקת נרות,04/07/2025,19:32,04/07/2025,19:32,FALSE,,4,Ashdod
הבדלה,05/07/2025,20:33,05/07/2025,20:33,FALSE,,4,Ashdod
הדלקת נרות,11/07/2025,19:31,11/07/2025,19:31,FALSE,,4,Ashdod
הבדלה,12/07/2025,20:31,12/07/2025,20:31,FALSE,,4,Ashdod
הדלקת נרות,18/07/2025,19:28,18/07/2025,19:28,FALSE,,4,Ashdod
הבדלה,19/07/2025,20:27,19/07/2025,20:27,FALSE,,4,Ashdod
הדלקת נרות,25/07/2025,19:24,25/07/2025,19:24,FALSE,,4,Ashdod
הבדלה,26/07/2025,20:22,26/07/2025,20:22,FALSE,,4,Ashdod
הדלקת נרות,01/08/2025,19:19,01/08/2025,19:19,FALSE,,4,Ashdod
תחילת הַצוֹם,02/08/2025,19:37,02/08/2025,19:37,FALSE,עֶרֶב תִּשְׁעָה בְּאָב,4,Ashdod
הבדלה,02/08/2025,20:17,02/08/2025,20:17,FALSE,,4,Ashdod
סִיּוּם הַצוֹם,03/08/2025,20:08,03/08/2025,20:08,FALSE,תִּשְׁעָה בְּאָב,4,Ashdod
הדלקת נרות,08/08/2025,19:13,08/08/2025,19:13,FALSE,,4,Ashdod
הבדלה,09/08/2025,20:10,09/08/2025,20:10,FALSE,,4,Ashdod
הדלקת נרות,15/08/2025,19:06,15/08/2025,19:06,FALSE,,4,Ashdod
הבדלה,16/08/2025,20:02,16/08/2025,20:02,FALSE,,4,Ashdod
הדלקת נרות,22/08/2025,18:59,22/08/2025,18:59,FALSE,,4,Ashdod
הבדלה,23/08/2025,19:54,23/08/2025,19:54,FALSE,,4,Ashdod
הדלקת נרות,29/08/2025,18:51,29/08/2025,18:51,FALSE,,4,Ashdod
הבדלה,30/08/2025,19:45,30/08/2025,19:45,FALSE,,4,Ashdod
הדלקת נרות,05/09/2025,18:42,05/09/2025,18:42,FALSE,,4,Ashdod
הבדלה,06/09/2025,19:36,06/09/2025,19:36,FALSE,,4,Ashdod
הדלקת נרות,12/09/2025,18:33,12/09/2025,18:33,FALSE,,4,Ashdod
הבדלה,13/09/2025,19:26,13/09/2025,19:26,FALSE,,4,Ashdod
הדלקת נרות,19/09/2025,18:23,19/09/2025,18:23,FALSE,,4,Ashdod
הבדלה,20/09/2025,19:17,20/09/2025,19:17,FALSE,,4,Ashdod
הדלקת נרות,26/09/2025,18:14,26/09/2025,18:14,FALSE,,4,Ashdod
הבדלה,27/09/2025,19:08,27/09/2025,19:08,FALSE,,4,Ashdod
הדלקת נרות,03/10/2025,18:05,03/10/2025,18:05,FALSE,,4,Ashdod
הבדלה,04/10/2025,18:59,04/10/2025,18:59,FALSE,,4,Ashdod
הדלקת נרות,10/10/2025,17:57,10/10/2025,17:57,FALSE,,4,Ashdod
הבדלה,11/10/2025,18:50,11/10/2025,18:50,FALSE,,4,Ashdod
הדלקת נרות,17/10/2025,17:48,17/10/2025,17:48,FALSE,,4,Ashdod
הבדלה,18/10/2025,18:42,18/10/2025,18:42,FALSE,,4,Ashdod
הדלקת נרות,24/10/2025,17:41,24/10/2025,17:41,FALSE,,4,Ashdod
הבדלה,25/10/2025,18:35,25/10/2025,18:35,FALSE,,4,Ashdod
הדלקת נרות,31/10/2025,16:34,31/10/2025,16:34,FALSE,,4,Ashdod
הבדלה,01/11/2025,17:29,01/11/2025,17:29,FALSE,,4,Ashdod
הדלקת נרות,07/11/2025,16:28,07/11/2025,16:28,FALSE,,4,Ashdod
הבדלה,08/11/2025,17:24,08/11/2025,17:24,FALSE,,4,Ashdod
הדלקת נרות,14/11/2025,16:24,14/11/2025,16:24,FALSE,,4,Ashdod
הבדלה,15/11/2025,17:20,15/11/2025,17:20,FALSE,,4,Ashdod
הדלקת נרות,21/11/2025,16:21,21/11/2025,16:21,FALSE,,4,Ashdod
הבדלה,22/11/2025,17:18,22/11/2025,17:18,FALSE,,4,Ashdod
הדלקת נרות,28/11/2025,16:19,28/11/2025,16:19,FALSE,,4,Ashdod
הבדלה,29/11/2025,17:16,29/11/2025,17:16,FALSE,,4,Ashdod
הדלקת נרות,05/12/2025,16:19,05/12/2025,16:19,FALSE,,4,Ashdod
הבדלה,06/12/2025,17:17,06/12/2025,17:17,FALSE,,4,Ashdod
הדלקת נרות,12/12/2025,16:20,12/12/2025,16:20,FALSE,,4,Ashdod
הבדלה,13/12/2025,17:18,13/12/2025,17:18,FALSE,,4,Ashdod
הדלקת נרות,19/12/2025,16:22,19/12/2025,16:22,FALSE,,4,Ashdod
הבדלה,20/12/2025,17:21,20/12/2025,17:21,FALSE,,4,Ashdod
הדלקת נרות,26/12/2025,16:26,26/12/2025,16:26,FALSE,,4,Ashdod
הבדלה,27/12/2025,17:25,27/12/2025,17:25,FALSE,,4,Ashdod
הדלקת נרות,02/01/2026,16:31,02/01/2026,16:31,FALSE,,4,Ashdod
הבדלה,03/01/2026,17:30,03/01/2026,17:30,FALSE,,4,Ashdod
הדלקת נרות,09/01/2026,16:36,09/01/2026,16:36,FALSE,,4,Ashdod
הבדלה,10/01/2026,17:35,10/01/2026,17:35,FALSE,,4,Ashdod
הדלקת נרות,16/01/2026,16:42,16/01/2026,16:42,FALSE,,4,Ashdod
הבדלה,17/01/2026,17:41,17/01/2026,17:41,FALSE,,4,Ashdod
הדלקת נרות,23/01/2026,16:49,23/01/2026,16:49,FALSE,,4,Ashdod
הבדלה,24/01/2026,17:47,24/01/2026,17:47,FALSE,,4,Ashdod
הדלקת נרות,30/01/2026,16:55,30/01/2026,16:55,FALSE,,4,Ashdod
הבדלה,31/01/2026,17:52,31/01/2026,17:52,FALSE,,4,Ashdod
הדלקת נרות,06/02/2026,17:02,06/02/2026,17:02,FALSE,,4,Ashdod
הבדלה,07/02/2026,17:58,07/02/2026,17:58,FALSE,,4,Ashdod
הדלקת נרות,13/02/2026,17:08,13/02/2026,17:08,FALSE,,4,Ashdod
הבדלה,14/02/2026,18:04,14/02/2026,18:04,FALSE,,4,Ashdod
הדלקת נרות,20/02/2026,17:14,20/02/2026,17:14,FALSE,,4,Ashdod
הבדלה,21/02/2026,18:09,21/02/2026,18:09,FALSE,,4,Ashdod
הדלקת נרות,27/02/2026,17:19,27/02/2026,17:19,FALSE,,4,Ashdod
הבדלה,28/02/2026,18:15,28/02/2026,18:15,FALSE,,4,Ashdod
הדלקת נרות,06/03/2026,17:24,06/03/2026,17:24,FALSE,,4,Ashdod
הבדלה,07/03/2026,18:20,07/03/2026,18:20,FALSE,,4,Ashdod
הדלקת נרות,13/03/2026,17:29,13/03/2026,17:29,FALSE,,4,Ashdod
הבדלה,14/03/2026,18:25,14/03/2026,18:25,FALSE,,4,Ashdod
הדלקת נרות,20/03/2026,17:34,20/03/2026,17:34,FALSE,,4,Ashdod
הבדלה,21/03/2026,18:30,21/03/2026,18:30,FALSE,,4,Ashdod
הדלקת נרות,27/03/2026,18:39,27/03/2026,18:39,FALSE,,4,Ashdod
הבדלה,28/03/2026,19:35,28/03/2026,19:35,FALSE,,4,Ashdod
הדלקת נרות,03/04/2026,18:44,03/04/2026,18:44,FALSE,,4,Ashdod
הבדלה,04/04/2026,19:40,04/04/2026,19:40,FALSE,,4,Ashdod
הדלקת נרות,10/04/2026,18:48,10/04/2026,18:48,FALSE,,4,Ashdod
הבדלה,11/04/2026,19:45,11/04/2026,19:45,FALSE,,4,Ashdod
הדלקת נרות,17/04/2026,18:53,17/04/2026,18:53,FALSE,,4,Ashdod
הבדלה,18/04/2026,19:50,18/04/2026,19:50,FALSE,,4,Ashdod
הדלקת נרות,24/04/2026,18:58,24/04/2026,18:58,FALSE,,4,Ashdod
הבדלה,25/04/2026,19:55,25/04/2026,19:55,FALSE,,4,Ashdod
הדלקת נרות,01/05/2026,19:03,01/05/2026,19:03,FALSE,,4,Ashdod
הבדלה,02/05/2026,20:01,02/05/2026,20:01,FALSE,,4,Ashdod
הדלקת נרות,08/05/2026,19:08,08/05/2026,19:08,FALSE,,4,Ashdod
הבדלה,09/05/2026,20:07,09/05/2026,20:07,FALSE,,4,Ashdod
הדלקת נרות,15/05/2026,19:13,15/05/2026,19:13,FALSE,,4,Ashdod
הבדלה,16/05/2026,20:12,16/05/2026,20:12,FALSE,,4,Ashdod
הדלקת נרות,22/05/2026,19:17,22/05/2026,19:17,FALSE,,4,Ashdod
הבדלה,23/05/2026,20:17,23/05/2026,20:17,FALSE,,4,Ashdod
הדלקת נרות,29/05/2026,19:22,29/05/2026,19:22,FALSE,,4,Ashdod
הבדלה,30/05/2026,20:22,30/05/2026,20:22,FALSE,,4,Ashdod
הדלקת נרות,05/06/2026,19:26,05/06/2026,19:26,FALSE,,4,Ashdod
הבדלה,06/06/2026,20:27,06/06/2026,20:27,FALSE,,4,Ashdod
הדלקת נרות,12/06/2026,19:29,12/06/2026,19:29,FALSE,,4,Ashdod
הבדלה,13/06/2026,20:30,13/06/2026,20:30,FALSE,,4,Ashdod
הדלקת נרות,19/06/2026,19:31,19/06/2026,19:31,FALSE,,4,Ashdod
הבדלה,20/06/2026,20:32,20/06/2026,20:32,FALSE,,4,Ashdod
הדלקת נרות,26/06/2026,19:32,26/06/2026,19:32,FALSE,,4,Ashdod
הבדלה,27/06/2026,20:33,27/06/2026,20:33,FALSE,,4,Ashdod
הדלקת נרות,03/07/2026,19:32,03/07/2026,19:32,FALSE,,4,Ashdod
הבדלה,04/07/2026,20:33,04/07/2026,20:33,FALSE,,4,Ashdod
הדלקת נרות,10/07/2026,19:31,10/07/2026,19:31,FALSE,,4,Ashdod
הבדלה,11/07/2026,20:31,11/07/2026,20:31,FALSE,,4,Ashdod
הדלקת נרות,17/07/2026,19:29,17/07/2026,19:29,FALSE,,4,Ashdod
הבדלה,18/07/2026,20:28,18/07/2026,20:28,FALSE,,4,Ashdod
תחילת הַצוֹם,22/07/2026,19:45,22/07/2026,19:45,FALSE,עֶרֶב תִּשְׁעָה בְּאָב,4,Ashdod
סִיּוּם הַצוֹם,23/07/2026,20:17,23/07/2026,20:17,FALSE,תִּשְׁעָה בְּאָב,4,Ashdod
הדלקת נרות,24/07/2026,19:25,24/07/2026,19:25,FALSE,,4,Ashdod
הבדלה,25/07/2026,20:23,25/07/2026,20:23,FALSE,,4,Ashdod
הדלקת נרות,31/07/2026,19:20,31/07/2026,19:20,FALSE,,4,Ashdod
הבדלה,01/08/2026,20:18,01/08/2026,20:18,FALSE,,4,Ashdod
הדלקת נרות,07/08/2026,19:15,07/08/2026,19:15,FALSE,,4,Ashdod
הבדלה,08/08/2026,20:11,08/08/2026,20:11,FALSE,,4,Ashdod
הדלקת נרות,14/08/2026,19:08,14/08/2026,19:08,FALSE,,4,Ashdod
הבדלה,15/08/2026,20:04,15/08/2026,20:04,FALSE,,4,Ashdod
הדלקת נרות,21/08/2026,19:00,21/08/2026,19:00,FALSE,,4,Ashdod
הבדלה,22/08/2026,19:55,22/08/2026,19:55,FALSE,,4,Ashdod
הדלקת נרות,28/08/2026,18:52,28/08/2026,18:52,FALSE,,4,Ashdod
הבדלה,29/08/2026,19:46,29/08/2026,19:46,FALSE,,4,Ashdod
הדלקת נרות,04/09/2026,18:43,04/09/2026,18:43,FALSE,,4,Ashdod
הבדלה,05/09/2026,19:37,05/09/2026,19:37,FALSE,,4,Ashdod
הדלקת נרות,11/09/2026,18:34,11/09/2026,18:34,FALSE,,4,Ashdod
הבדלה,12/09/2026,19:28,12/09/2026,19:28,FALSE,,4,Ashdod
הדלקת נרות,18/09/2026,18:25,18/09/2026,18:25,FALSE,,4,Ashdod
הבדלה,19/09/2026,19:18,19/09/2026,19:18,FALSE,,4,Ashdod
הדלקת נרות,25/09/2026,18:16,25/09/2026,18:16,FALSE,,4,Ashdod
הבדלה,26/09/2026,19:09,26/09/2026,19:09,FALSE,,4,Ashdod
הדלקת נרות,02/10/2026,18:07,02/10/2026,18:07,FALSE,,4,Ashdod
הבדלה,03/10/2026,19:00,03/10/2026,19:00,FALSE,,4,Ashdod
הדלקת נרות,09/10/2026,17:58,09/10/2026,17:58,FALSE,,4,Ashdod
הבדלה,10/10/2026,18:52,10/10/2026,18:52,FALSE,,4,Ashdod
הדלקת נרות,16/10/2026,17:50,16/10/2026,17:50,FALSE,,4,Ashdod
הבדלה,17/10/2026,18:44,17/10/2026,18:44,FALSE,,4,Ashdod
הדלקת נרות,23/10/2026,17:42,23/10/2026,17:42,FALSE,,4,Ashdod
הבדלה,24/10/2026,18:36,24/10/2026,18:36,FALSE,,4,Ashdod
הדלקת נרות,30/10/2026,16:35,30/10/2026,16:35,FALSE,,4,Ashdod
הבדלה,31/10/2026,17:30,31/10/2026,17:30,FALSE,,4,Ashdod
הדלקת נרות,06/11/2026,16:29,06/11/2026,16:29,FALSE,,4,Ashdod
הבדלה,07/11/2026,17:25,07/11/2026,17:25,FALSE,,4,Ashdod
הדלקת נרות,13/11/2026,16:25,13/11/2026,16:25,FALSE,,4,Ashdod
הבדלה,14/11/2026,17:21,14/11/2026,17:21,FALSE,,4,Ashdod
הדלקת נרות,20/11/2026,16:21,20/11/2026,16:21,FALSE,,4,Ashdod
הבדלה,21/11/2026,17:18,21/11/2026,17:18,FALSE,,4,Ashdod
הדלקת נרות,27/11/2026,16:19,27/11/2026,16:19,FALSE,,4,Ashdod
הבדלה,28/11/2026,17:17,28/11/2026,17:17,FALSE,,4,Ashdod
הדלקת נרות,04/12/2026,16:19,04/12/2026,16:19,FALSE,,4,Ashdod
הבדלה,05/12/2026,17:17,05/12/2026,17:17,FALSE,,4,Ashdod
הדלקת נרות,11/12/2026,16:20,11/12/2026,16:20,FALSE,,4,Ashdod
הבדלה,12/12/2026,17:18,12/12/2026,17:18,FALSE,,4,Ashdod
הדלקת נרות,18/12/2026,16:22,18/12/2026,16:22,FALSE,,4,Ashdod
הבדלה,19/12/2026,17:20,19/12/2026,17:20,FALSE,,4,Ashdod
