"Subject","Start Date","Start Time","End Date","End Time","All day event","Description","Show time as","Location"
"הַדְלָקַת נֵרוֹת","24/5/2024","19:19","24/5/2024","19:19","false","","4","Ashdod"
"הַבְדָּלָה","25/5/2024","20:19","25/5/2024","20:19","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","31/5/2024","19:23","31/5/2024","19:23","false","","4","Ashdod"
"הַבְדָּלָה","1/6/2024","20:24","1/6/2024","20:24","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","7/6/2024","19:27","7/6/2024","19:27","false","","4","Ashdod"
"הַבְדָּלָה","8/6/2024","20:28","8/6/2024","20:28","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","14/6/2024","19:30","14/6/2024","19:30","false","","4","Ashdod"
"הַבְדָּלָה","15/6/2024","20:31","15/6/2024","20:31","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","21/6/2024","19:32","21/6/2024","19:32","false","","4","Ashdod"
"הַבְדָּלָה","22/6/2024","20:33","22/6/2024","20:33","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","28/6/2024","19:32","28/6/2024","19:32","false","","4","Ashdod"
"הַבְדָּלָה","29/6/2024","20:33","29/6/2024","20:33","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","5/7/2024","19:32","5/7/2024","19:32","false","","4","Ashdod"
"הַבְדָּלָה","6/7/2024","20:32","6/7/2024","20:32","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","12/7/2024","19:31","12/7/2024","19:31","false","","4","Ashdod"
"הַבְדָּלָה","13/7/2024","20:30","13/7/2024","20:30","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","19/7/2024","19:28","19/7/2024","19:28","false","","4","Ashdod"
"הַבְדָּלָה","20/7/2024","20:26","20/7/2024","20:26","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","26/7/2024","19:24","26/7/2024","19:24","false","","4","Ashdod"
"הַבְדָּלָה","27/7/2024","20:22","27/7/2024","20:22","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","2/8/2024","19:18","2/8/2024","19:18","false","","4","Ashdod"
"הַבְדָּלָה","3/8/2024","20:15","3/8/2024","20:15","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","9/8/2024","19:12","9/8/2024","19:12","false","","4","Ashdod"
"הַבְדָּלָה","10/8/2024","20:08","10/8/2024","20:08","false","","4","Ashdod"
"תחילת הַצוֹם","12/8/2024","19:28","12/8/2024","19:28","false","עֶרֶב תִּשְׁעָה בְּאָב","4","Ashdod"
"סִיּוּם הַצוֹם","13/8/2024","19:58","13/8/2024","19:58","false","תִּשְׁעָה בְּאָב","4","Ashdod"
"הַדְלָקַת נֵרוֹת","16/8/2024","19:05","16/8/2024","19:05","false","","4","Ashdod"
"הַבְדָּלָה","17/8/2024","20:01","17/8/2024","20:01","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","23/8/2024","18:57","23/8/2024","18:57","false","","4","Ashdod"
"הַבְדָּלָה","24/8/2024","19:52","24/8/2024","19:52","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","30/8/2024","18:49","30/8/2024","18:49","false","","4","Ashdod"
"הַבְדָּלָה","31/8/2024","19:43","31/8/2024","19:43","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","6/9/2024","18:40","6/9/2024","18:40","false","","4","Ashdod"
"הַבְדָּלָה","7/9/2024","19:34","7/9/2024","19:34","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","13/9/2024","18:31","13/9/2024","18:31","false","","4","Ashdod"
"הַבְדָּלָה","14/9/2024","19:25","14/9/2024","19:25","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","20/9/2024","18:22","20/9/2024","18:22","false","","4","Ashdod"
"הַבְדָּלָה","21/9/2024","19:15","21/9/2024","19:15","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","27/9/2024","18:13","27/9/2024","18:13","false","","4","Ashdod"
"הַבְדָּלָה","28/9/2024","19:06","28/9/2024","19:06","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","4/10/2024","18:04","4/10/2024","18:04","false","","4","Ashdod"
"הַבְדָּלָה","5/10/2024","18:57","5/10/2024","18:57","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","11/10/2024","17:55","11/10/2024","17:55","false","","4","Ashdod"
"הַבְדָּלָה","12/10/2024","18:49","12/10/2024","18:49","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","18/10/2024","17:47","18/10/2024","17:47","false","","4","Ashdod"
"הַבְדָּלָה","19/10/2024","18:41","19/10/2024","18:41","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","25/10/2024","17:40","25/10/2024","17:40","false","","4","Ashdod"
"הַבְדָּלָה","26/10/2024","18:34","26/10/2024","18:34","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","1/11/2024","16:33","1/11/2024","16:33","false","","4","Ashdod"
"הַבְדָּלָה","2/11/2024","17:28","2/11/2024","17:28","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","8/11/2024","16:28","8/11/2024","16:28","false","","4","Ashdod"
"הַבְדָּלָה","9/11/2024","17:23","9/11/2024","17:23","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","15/11/2024","16:23","15/11/2024","16:23","false","","4","Ashdod"
"הַבְדָּלָה","16/11/2024","17:20","16/11/2024","17:20","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","22/11/2024","16:20","22/11/2024","16:20","false","","4","Ashdod"
"הַבְדָּלָה","23/11/2024","17:17","23/11/2024","17:17","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","29/11/2024","16:19","29/11/2024","16:19","false","","4","Ashdod"
"הַבְדָּלָה","30/11/2024","17:16","30/11/2024","17:16","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","6/12/2024","16:19","6/12/2024","16:19","false","","4","Ashdod"
"הַבְדָּלָה","7/12/2024","17:17","7/12/2024","17:17","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","13/12/2024","16:20","13/12/2024","16:20","false","","4","Ashdod"
"הַבְדָּלָה","14/12/2024","17:19","14/12/2024","17:19","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","20/12/2024","16:23","20/12/2024","16:23","false","","4","Ashdod"
"הַבְדָּלָה","21/12/2024","17:22","21/12/2024","17:22","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","27/12/2024","16:27","27/12/2024","16:27","false","","4","Ashdod"
"הַבְדָּלָה","28/12/2024","17:26","28/12/2024","17:26","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","3/1/2025","16:32","3/1/2025","16:32","false","","4","Ashdod"
"הַבְדָּלָה","4/1/2025","17:30","4/1/2025","17:30","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","10/1/2025","16:37","10/1/2025","16:37","false","","4","Ashdod"
"הַבְדָּלָה","11/1/2025","17:36","11/1/2025","17:36","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","17/1/2025","16:43","17/1/2025","16:43","false","","4","Ashdod"
"הַבְדָּלָה","18/1/2025","17:42","18/1/2025","17:42","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","24/1/2025","16:50","24/1/2025","16:50","false","","4","Ashdod"
"הַבְדָּלָה","25/1/2025","17:48","25/1/2025","17:48","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","31/1/2025","16:56","31/1/2025","16:56","false","","4","Ashdod"
"הַבְדָּלָה","1/2/2025","17:54","1/2/2025","17:54","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","7/2/2025","17:03","7/2/2025","17:03","false","","4","Ashdod"
"הַבְדָּלָה","8/2/2025","17:59","8/2/2025","17:59","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","14/2/2025","17:09","14/2/2025","17:09","false","","4","Ashdod"
"הַבְדָּלָה","15/2/2025","18:05","15/2/2025","18:05","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","21/2/2025","17:15","21/2/2025","17:15","false","","4","Ashdod"
"הַבְדָּלָה","22/2/2025","18:10","22/2/2025","18:10","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","28/2/2025","17:20","28/2/2025","17:20","false","","4","Ashdod"
"הַבְדָּלָה","1/3/2025","18:16","1/3/2025","18:16","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","7/3/2025","17:25","7/3/2025","17:25","false","","4","Ashdod"
"הַבְדָּלָה","8/3/2025","18:21","8/3/2025","18:21","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","14/3/2025","17:30","14/3/2025","17:30","false","","4","Ashdod"
"הַבְדָּלָה","15/3/2025","18:26","15/3/2025","18:26","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","21/3/2025","17:35","21/3/2025","17:35","false","","4","Ashdod"
"הַבְדָּלָה","22/3/2025","18:30","22/3/2025","18:30","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","28/3/2025","18:40","28/3/2025","18:40","false","","4","Ashdod"
"הַבְדָּלָה","29/3/2025","19:35","29/3/2025","19:35","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","4/4/2025","18:45","4/4/2025","18:45","false","","4","Ashdod"
"הַבְדָּלָה","5/4/2025","19:40","5/4/2025","19:40","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","11/4/2025","18:49","11/4/2025","18:49","false","","4","Ashdod"
"הַבְדָּלָה","12/4/2025","19:46","12/4/2025","19:46","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","18/4/2025","18:54","18/4/2025","18:54","false","","4","Ashdod"
"הַבְדָּלָה","19/4/2025","19:51","19/4/2025","19:51","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","25/4/2025","18:59","25/4/2025","18:59","false","","4","Ashdod"
"הַבְדָּלָה","26/4/2025","19:56","26/4/2025","19:56","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","2/5/2025","19:04","2/5/2025","19:04","false","","4","Ashdod"
"הַבְדָּלָה","3/5/2025","20:02","3/5/2025","20:02","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","9/5/2025","19:09","9/5/2025","19:09","false","","4","Ashdod"
"הַבְדָּלָה","10/5/2025","20:08","10/5/2025","20:08","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","16/5/2025","19:14","16/5/2025","19:14","false","","4","Ashdod"
"הַבְדָּלָה","17/5/2025","20:13","17/5/2025","20:13","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","23/5/2025","19:18","23/5/2025","19:18","false","","4","Ashdod"
"הַבְדָּלָה","24/5/2025","20:18","24/5/2025","20:18","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","30/5/2025","19:23","30/5/2025","19:23","false","","4","Ashdod"
"הַבְדָּלָה","31/5/2025","20:23","31/5/2025","20:23","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","6/6/2025","19:26","6/6/2025","19:26","false","","4","Ashdod"
"הַבְדָּלָה","7/6/2025","20:27","7/6/2025","20:27","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","13/6/2025","19:29","13/6/2025","19:29","false","","4","Ashdod"
"הַבְדָּלָה","14/6/2025","20:30","14/6/2025","20:30","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","20/6/2025","19:31","20/6/2025","19:31","false","","4","Ashdod"
"הַבְדָּלָה","21/6/2025","20:32","21/6/2025","20:32","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","27/6/2025","19:32","27/6/2025","19:32","false","","4","Ashdod"
"הַבְדָּלָה","28/6/2025","20:33","28/6/2025","20:33","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","4/7/2025","19:32","4/7/2025","19:32","false","","4","Ashdod"
"הַבְדָּלָה","5/7/2025","20:33","5/7/2025","20:33","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","11/7/2025","19:31","11/7/2025","19:31","false","","4","Ashdod"
"הַבְדָּלָה","12/7/2025","20:31","12/7/2025","20:31","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","18/7/2025","19:28","18/7/2025","19:28","false","","4","Ashdod"
"הַבְדָּלָה","19/7/2025","20:27","19/7/2025","20:27","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","25/7/2025","19:24","25/7/2025","19:24","false","","4","Ashdod"
"הַבְדָּלָה","26/7/2025","20:22","26/7/2025","20:22","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","1/8/2025","19:19","1/8/2025","19:19","false","","4","Ashdod"
"תחילת הַצוֹם","2/8/2025","19:37","2/8/2025","19:37","false","עֶרֶב תִּשְׁעָה בְּאָב","4","Ashdod"
"הַבְדָּלָה","2/8/2025","20:17","2/8/2025","20:17","false","","4","Ashdod"
"סִיּוּם הַצוֹם","3/8/2025","20:08","3/8/2025","20:08","false","תִּשְׁעָה בְּאָב","4","Ashdod"
"הַדְלָקַת נֵרוֹת","8/8/2025","19:13","8/8/2025","19:13","false","","4","Ashdod"
"הַבְדָּלָה","9/8/2025","20:10","9/8/2025","20:10","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","15/8/2025","19:06","15/8/2025","19:06","false","","4","Ashdod"
"הַבְדָּלָה","16/8/2025","20:02","16/8/2025","20:02","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","22/8/2025","18:59","22/8/2025","18:59","false","","4","Ashdod"
"הַבְדָּלָה","23/8/2025","19:54","23/8/2025","19:54","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","29/8/2025","18:51","29/8/2025","18:51","false","","4","Ashdod"
"הַבְדָּלָה","30/8/2025","19:45","30/8/2025","19:45","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","5/9/2025","18:42","5/9/2025","18:42","false","","4","Ashdod"
"הַבְדָּלָה","6/9/2025","19:36","6/9/2025","19:36","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","12/9/2025","18:33","12/9/2025","18:33","false","","4","Ashdod"
"הַבְדָּלָה","13/9/2025","19:26","13/9/2025","19:26","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","19/9/2025","18:23","19/9/2025","18:23","false","","4","Ashdod"
"הַבְדָּלָה","20/9/2025","19:17","20/9/2025","19:17","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","26/9/2025","18:14","26/9/2025","18:14","false","","4","Ashdod"
"הַבְדָּלָה","27/9/2025","19:08","27/9/2025","19:08","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","3/10/2025","18:05","3/10/2025","18:05","false","","4","Ashdod"
"הַבְדָּלָה","4/10/2025","18:59","4/10/2025","18:59","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","10/10/2025","17:57","10/10/2025","17:57","false","","4","Ashdod"
"הַבְדָּלָה","11/10/2025","18:50","11/10/2025","18:50","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","17/10/2025","17:48","17/10/2025","17:48","false","","4","Ashdod"
"הַבְדָּלָה","18/10/2025","18:42","18/10/2025","18:42","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","24/10/2025","17:41","24/10/2025","17:41","false","","4","Ashdod"
"הַבְדָּלָה","25/10/2025","18:35","25/10/2025","18:35","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","31/10/2025","16:34","31/10/2025","16:34","false","","4","Ashdod"
"הַבְדָּלָה","1/11/2025","17:29","1/11/2025","17:29","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","7/11/2025","16:28","7/11/2025","16:28","false","","4","Ashdod"
"הַבְדָּלָה","8/11/2025","17:24","8/11/2025","17:24","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","14/11/2025","16:24","14/11/2025","16:24","false","","4","Ashdod"
"הַבְדָּלָה","15/11/2025","17:20","15/11/2025","17:20","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","21/11/2025","16:21","21/11/2025","16:21","false","","4","Ashdod"
"הַבְדָּלָה","22/11/2025","17:18","22/11/2025","17:18","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","28/11/2025","16:19","28/11/2025","16:19","false","","4","Ashdod"
"הַבְדָּלָה","29/11/2025","17:16","29/11/2025","17:16","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","5/12/2025","16:19","5/12/2025","16:19","false","","4","Ashdod"
"הַבְדָּלָה","6/12/2025","17:17","6/12/2025","17:17","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","12/12/2025","16:20","12/12/2025","16:20","false","","4","Ashdod"
"הַבְדָּלָה","13/12/2025","17:18","13/12/2025","17:18","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","19/12/2025","16:22","19/12/2025","16:22","false","","4","Ashdod"
"הַבְדָּלָה","20/12/2025","17:21","20/12/2025","17:21","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","26/12/2025","16:26","26/12/2025","16:26","false","","4","Ashdod"
"הַבְדָּלָה","27/12/2025","17:25","27/12/2025","17:25","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","2/1/2026","16:31","2/1/2026","16:31","false","","4","Ashdod"
"הַבְדָּלָה","3/1/2026","17:30","3/1/2026","17:30","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","9/1/2026","16:36","9/1/2026","16:36","false","","4","Ashdod"
"הַבְדָּלָה","10/1/2026","17:35","10/1/2026","17:35","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","16/1/2026","16:42","16/1/2026","16:42","false","","4","Ashdod"
"הַבְדָּלָה","17/1/2026","17:41","17/1/2026","17:41","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","23/1/2026","16:49","23/1/2026","16:49","false","","4","Ashdod"
"הַבְדָּלָה","24/1/2026","17:47","24/1/2026","17:47","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","30/1/2026","16:55","30/1/2026","16:55","false","","4","Ashdod"
"הַבְדָּלָה","31/1/2026","17:52","31/1/2026","17:52","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","6/2/2026","17:02","6/2/2026","17:02","false","","4","Ashdod"
"הַבְדָּלָה","7/2/2026","17:58","7/2/2026","17:58","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","13/2/2026","17:08","13/2/2026","17:08","false","","4","Ashdod"
"הַבְדָּלָה","14/2/2026","18:04","14/2/2026","18:04","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","20/2/2026","17:14","20/2/2026","17:14","false","","4","Ashdod"
"הַבְדָּלָה","21/2/2026","18:09","21/2/2026","18:09","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","27/2/2026","17:19","27/2/2026","17:19","false","","4","Ashdod"
"הַבְדָּלָה","28/2/2026","18:15","28/2/2026","18:15","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","6/3/2026","17:24","6/3/2026","17:24","false","","4","Ashdod"
"הַבְדָּלָה","7/3/2026","18:20","7/3/2026","18:20","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","13/3/2026","17:29","13/3/2026","17:29","false","","4","Ashdod"
"הַבְדָּלָה","14/3/2026","18:25","14/3/2026","18:25","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","20/3/2026","17:34","20/3/2026","17:34","false","","4","Ashdod"
"הַבְדָּלָה","21/3/2026","18:30","21/3/2026","18:30","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","27/3/2026","18:39","27/3/2026","18:39","false","","4","Ashdod"
"הַבְדָּלָה","28/3/2026","19:35","28/3/2026","19:35","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","3/4/2026","18:44","3/4/2026","18:44","false","","4","Ashdod"
"הַבְדָּלָה","4/4/2026","19:40","4/4/2026","19:40","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","10/4/2026","18:48","10/4/2026","18:48","false","","4","Ashdod"
"הַבְדָּלָה","11/4/2026","19:45","11/4/2026","19:45","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","17/4/2026","18:53","17/4/2026","18:53","false","","4","Ashdod"
"הַבְדָּלָה","18/4/2026","19:50","18/4/2026","19:50","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","24/4/2026","18:58","24/4/2026","18:58","false","","4","Ashdod"
"הַבְדָּלָה","25/4/2026","19:55","25/4/2026","19:55","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","1/5/2026","19:03","1/5/2026","19:03","false","","4","Ashdod"
"הַבְדָּלָה","2/5/2026","20:01","2/5/2026","20:01","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","8/5/2026","19:08","8/5/2026","19:08","false","","4","Ashdod"
"הַבְדָּלָה","9/5/2026","20:07","9/5/2026","20:07","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","15/5/2026","19:13","15/5/2026","19:13","false","","4","Ashdod"
"הַבְדָּלָה","16/5/2026","20:12","16/5/2026","20:12","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","22/5/2026","19:17","22/5/2026","19:17","false","","4","Ashdod"
"הַבְדָּלָה","23/5/2026","20:17","23/5/2026","20:17","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","29/5/2026","19:22","29/5/2026","19:22","false","","4","Ashdod"
"הַבְדָּלָה","30/5/2026","20:22","30/5/2026","20:22","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","5/6/2026","19:26","5/6/2026","19:26","false","","4","Ashdod"
"הַבְדָּלָה","6/6/2026","20:27","6/6/2026","20:27","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","12/6/2026","19:29","12/6/2026","19:29","false","","4","Ashdod"
"הַבְדָּלָה","13/6/2026","20:30","13/6/2026","20:30","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","19/6/2026","19:31","19/6/2026","19:31","false","","4","Ashdod"
"הַבְדָּלָה","20/6/2026","20:32","20/6/2026","20:32","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","26/6/2026","19:32","26/6/2026","19:32","false","","4","Ashdod"
"הַבְדָּלָה","27/6/2026","20:33","27/6/2026","20:33","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","3/7/2026","19:32","3/7/2026","19:32","false","","4","Ashdod"
"הַבְדָּלָה","4/7/2026","20:33","4/7/2026","20:33","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","10/7/2026","19:31","10/7/2026","19:31","false","","4","Ashdod"
"הַבְדָּלָה","11/7/2026","20:31","11/7/2026","20:31","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","17/7/2026","19:29","17/7/2026","19:29","false","","4","Ashdod"
"הַבְדָּלָה","18/7/2026","20:28","18/7/2026","20:28","false","","4","Ashdod"
"תחילת הַצוֹם","22/7/2026","19:45","22/7/2026","19:45","false","עֶרֶב תִּשְׁעָה בְּאָב","4","Ashdod"
"סִיּוּם הַצוֹם","23/7/2026","20:17","23/7/2026","20:17","false","תִּשְׁעָה בְּאָב","4","Ashdod"
"הַדְלָקַת נֵרוֹת","24/7/2026","19:25","24/7/2026","19:25","false","","4","Ashdod"
"הַבְדָּלָה","25/7/2026","20:23","25/7/2026","20:23","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","31/7/2026","19:20","31/7/2026","19:20","false","","4","Ashdod"
"הַבְדָּלָה","1/8/2026","20:18","1/8/2026","20:18","false","","4","Ashdod"
"הַדְלָקַת נֵרוֹת","7/8/2026","19:15","7/8/2026","19:15","false","","4","Ashdod"
"הַבְדָּלָה","8/8/2026","20:11","8/8/2026","20:11","false","","4","Ashdod"
